# ----------------------------------------
# Основной
# Статистика по пользователям
# 20170501-20170618
# ----------------------------------------

Идентификатор клиента,Сеансы,Сред. длительность сеанса,Показатель отказов,Доход,Транзакции,Коэффициент конверсии цели
1704840352.1496176659,2,00:00:20,"0,00 %","0,00 ₽",0,"0,00 %"
1706696454.1471333725,2,00:00:06,"50,00 %","0,00 ₽",0,"0,00 %"
1714887252.1494787067,2,00:00:59,"0,00 %","0,00 ₽",0,"0,00 %"
172751046.1493753807,2,00:03:55,"0,00 %","0,00 ₽",0,"0,00 %"
1739089861.1494694297,2,00:00:11,"0,00 %","0,00 ₽",0,"0,00 %"
176037605.1493805364,2,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1763960800.1495889252,2,00:00:11,"0,00 %","0,00 ₽",0,"0,00 %"
180271309.1494141664,2,00:00:26,"0,00 %","0,00 ₽",0,"0,00 %"
1827713425.1494503169,2,00:05:48,"0,00 %","0,00 ₽",0,"0,00 %"
1833241743.1494415260,2,00:05:34,"0,00 %","0,00 ₽",0,"0,00 %"
1838930296.1482842426,2,00:00:12,"0,00 %","0,00 ₽",0,"0,00 %"
1842813712.1496650194,2,00:04:27,"0,00 %","0,00 ₽",0,"0,00 %"
1847204881.1495126235,2,00:00:03,"50,00 %","0,00 ₽",0,"0,00 %"
1859503599.1494321411,2,00:00:51,"0,00 %","0,00 ₽",0,"0,00 %"
1873051095.1493719495,2,00:11:29,"0,00 %","0,00 ₽",0,"0,00 %"
1876527005.1497065988,2,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1880573315.1488438267,2,00:00:22,"0,00 %","0,00 ₽",0,"0,00 %"
1895258697.1495000429,2,00:02:51,"0,00 %","0,00 ₽",0,"0,00 %"
1908212744.1497453969,2,00:00:32,"50,00 %","0,00 ₽",0,"0,00 %"
1955603423.1496850836,2,00:00:10,"0,00 %","0,00 ₽",0,"0,00 %"
1957297574.1495066521,2,00:02:49,"0,00 %","0,00 ₽",0,"0,00 %"
1966898652.1495168336,2,00:01:25,"50,00 %","0,00 ₽",0,"0,00 %"
1989002876.1497300111,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
2011663049.1495303719,2,00:05:32,"0,00 %","0,00 ₽",0,"0,00 %"
2037755371.1494405529,2,00:06:04,"0,00 %","0,00 ₽",0,"50,00 %"
2050284425.1494482293,2,00:02:19,"0,00 %","0,00 ₽",0,"0,00 %"
206452154.1497769285,2,00:00:08,"50,00 %","0,00 ₽",0,"0,00 %"
2072530287.1497069132,2,00:00:07,"50,00 %","0,00 ₽",0,"0,00 %"
2090601747.1495981499,2,00:00:11,"0,00 %","0,00 ₽",0,"0,00 %"
2107024038.1495782117,2,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
2127833848.1494670831,2,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
241744685.1497466490,2,00:05:45,"0,00 %","0,00 ₽",0,"0,00 %"
24354044.1494833938,2,00:00:12,"0,00 %","0,00 ₽",0,"0,00 %"
288482585.1493990647,2,00:01:16,"0,00 %","0,00 ₽",0,"50,00 %"
312013031.1497454922,2,00:00:37,"50,00 %","0,00 ₽",0,"0,00 %"
326205557.1494995267,2,00:12:06,"0,00 %","0,00 ₽",0,"0,00 %"
346653627.1494865769,2,00:00:17,"0,00 %","0,00 ₽",0,"0,00 %"
379832560.1493778172,2,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
387830769.1489515741,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
388379321.1496091515,2,00:00:07,"50,00 %","0,00 ₽",0,"0,00 %"
42462331.1492725768,2,00:00:55,"0,00 %","0,00 ₽",0,"0,00 %"
426919394.1493822746,2,00:00:31,"0,00 %","0,00 ₽",0,"0,00 %"
43404826.1495371885,2,00:00:00,"0,00 %","0,00 ₽",0,"0,00 %"
437261704.1494985905,2,00:00:07,"50,00 %","0,00 ₽",0,"0,00 %"
447392566.1496217235,2,00:01:27,"0,00 %","0,00 ₽",0,"0,00 %"
467798573.1497596943,2,00:01:12,"0,00 %","0,00 ₽",0,"0,00 %"
522424584.1496210859,2,00:11:20,"0,00 %","0,00 ₽",0,"0,00 %"
523393012.1496649288,2,00:01:43,"50,00 %","0,00 ₽",0,"0,00 %"
525342778.1493776526,2,00:00:07,"50,00 %","0,00 ₽",0,"0,00 %"
525818266.1497198621,2,00:00:52,"0,00 %","0,00 ₽",0,"0,00 %"
539406026.1497636865,2,00:00:13,"50,00 %","0,00 ₽",0,"0,00 %"
543084081.1494902855,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
572858738.1497016320,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
588018653.1493729754,2,00:05:34,"0,00 %","0,00 ₽",0,"0,00 %"
676919825.1494403056,2,00:01:39,"0,00 %","0,00 ₽",0,"0,00 %"
680532209.1497002891,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
687608103.1495277286,2,00:00:58,"0,00 %","0,00 ₽",0,"0,00 %"
709202244.1497174660,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
720848759.1496398140,2,00:06:07,"0,00 %","0,00 ₽",0,"50,00 %"
745192504.1494627175,2,00:00:34,"0,00 %","0,00 ₽",0,"0,00 %"
746389768.1495096795,2,00:00:28,"0,00 %","0,00 ₽",0,"0,00 %"
753516144.1493949274,2,00:06:32,"0,00 %","0,00 ₽",0,"0,00 %"
758816320.1493640040,2,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
77633034.1497279938,2,00:01:26,"0,00 %","0,00 ₽",0,"0,00 %"
780701795.1495526143,2,00:00:53,"0,00 %","0,00 ₽",0,"0,00 %"
781466849.1495783945,2,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
78209304.1497305056,2,00:00:11,"0,00 %","0,00 ₽",0,"0,00 %"
82826657.1495466419,2,00:13:46,"0,00 %","0,00 ₽",0,"50,00 %"
84818248.1495834999,2,00:00:27,"0,00 %","0,00 ₽",0,"0,00 %"
868922832.1497360200,2,00:00:00,"0,00 %","0,00 ₽",0,"0,00 %"
872991427.1496691753,2,00:11:11,"0,00 %","0,00 ₽",0,"0,00 %"
887203046.1492878111,2,00:00:41,"0,00 %","0,00 ₽",0,"0,00 %"
897290911.1496752447,2,00:01:20,"0,00 %","0,00 ₽",0,"0,00 %"
909799378.1496304714,2,00:01:14,"0,00 %","0,00 ₽",0,"0,00 %"
916441148.1494945552,2,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
917497384.1494644732,2,00:00:50,"50,00 %","0,00 ₽",0,"0,00 %"
925646104.1495088841,2,00:01:57,"0,00 %","0,00 ₽",0,"0,00 %"
938808139.1495274202,2,00:00:52,"0,00 %","0,00 ₽",0,"0,00 %"
953141201.1496576302,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
95890952.1497630161,2,00:10:46,"0,00 %","0,00 ₽",0,"50,00 %"
986535084.1496127094,2,00:01:14,"50,00 %","0,00 ₽",0,"0,00 %"
99456510.1496994308,2,00:00:08,"50,00 %","0,00 ₽",0,"0,00 %"
804e2940-afe7-4161-b0d9-be0bca9212fd,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
ad6c7d47-5017-48c3-ac42-937a6118b1ec,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
d2683084-ce0e-4325-884f-48bdcc4e0ffe,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1001841476.1495393362,1,00:00:03,"0,00 %","0,00 ₽",0,"0,00 %"
1002612482.1495022397,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1003561190.1497560594,1,00:06:55,"0,00 %","0,00 ₽",0,"0,00 %"
1003610435.1493187351,1,00:00:03,"0,00 %","0,00 ₽",0,"0,00 %"
1004473496.1496265881,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1004497251.1495097478,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1004671084.1495878011,1,00:00:54,"0,00 %","0,00 ₽",0,"0,00 %"
1005433302.1496532908,1,00:01:08,"0,00 %","0,00 ₽",0,"100,00 %"
1005988472.1495298492,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1008065908.1495622749,1,00:00:16,"0,00 %","0,00 ₽",0,"0,00 %"
1010496751.1495995916,1,00:00:07,"0,00 %","0,00 ₽",0,"0,00 %"
1011363519.1495213847,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1012029647.1494580352,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1012548901.1495343867,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1013628756.1493723510,1,00:01:48,"0,00 %","0,00 ₽",0,"0,00 %"
1019448483.1496513185,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
101989526.1495456004,1,00:04:06,"0,00 %","0,00 ₽",0,"100,00 %"
1023227830.1494586691,1,00:02:09,"0,00 %","0,00 ₽",0,"0,00 %"
102588277.1495623545,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
