# ----------------------------------------
# Основной
# Статистика по пользователям
# 20170501-20170618
# ----------------------------------------

Идентификатор клиента,Сеансы,Сред. длительность сеанса,Показатель отказов,Доход,Транзакции,Коэффициент конверсии цели
1595155028.1495652985,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1595357469.1495631692,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1607439402.1495268760,1,00:00:26,"0,00 %","0,00 ₽",0,"0,00 %"
1609203216.1493731407,1,00:02:47,"0,00 %","0,00 ₽",0,"0,00 %"
1620597593.1495818368,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1623733047.1496178057,1,00:00:11,"0,00 %","0,00 ₽",0,"0,00 %"
1628675270.1495723753,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1633945046.1494316091,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1634175001.1495808802,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1648477287.1495652844,1,00:00:55,"0,00 %","0,00 ₽",0,"0,00 %"
1651019585.1495319518,1,00:00:12,"0,00 %","0,00 ₽",0,"0,00 %"
1657835641.1495113478,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1659156229.1494960437,1,00:00:36,"0,00 %","0,00 ₽",0,"0,00 %"
1668681270.1497295356,1,00:00:00,"0,00 %","0,00 ₽",0,"0,00 %"
1672731190.1496051468,1,00:36:56,"0,00 %","0,00 ₽",0,"100,00 %"
1679891324.1495054822,1,00:04:13,"0,00 %","0,00 ₽",0,"0,00 %"
1690794371.1494272678,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1704421896.1495874946,1,00:00:12,"0,00 %","0,00 ₽",0,"0,00 %"
1706350833.1496564144,1,00:11:42,"0,00 %","0,00 ₽",0,"100,00 %"
1711416024.1492434652,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1715585419.1495020704,1,00:00:54,"0,00 %","0,00 ₽",0,"0,00 %"
1719086163.1496065484,1,00:00:51,"0,00 %","0,00 ₽",0,"0,00 %"
1726399495.1497274301,1,00:07:49,"0,00 %","0,00 ₽",0,"0,00 %"
1729134854.1497016909,1,00:07:09,"0,00 %","0,00 ₽",0,"0,00 %"
1730377172.1497010604,1,00:02:40,"0,00 %","0,00 ₽",0,"0,00 %"
1736002615.1494962113,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1738793724.1493731084,1,00:01:16,"0,00 %","0,00 ₽",0,"0,00 %"
1739639477.1495126634,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
