# ----------------------------------------
# Основной
# Статистика по пользователям
# 20170501-20170618
# ----------------------------------------

Идентификатор клиента,Сеансы,Сред. длительность сеанса,Показатель отказов,Доход,Транзакции,Коэффициент конверсии цели
467798573.1497596943,2,00:01:12,"0,00 %","0,00 ₽",0,"0,00 %"
468166759.1494423432,2,00:04:12,"0,00 %","0,00 ₽",0,"0,00 %"
474975899.1496759721,2,00:01:33,"0,00 %","0,00 ₽",0,"50,00 %"
478161178.1493931312,2,00:13:08,"0,00 %","0,00 ₽",0,"50,00 %"
483303899.1495106427,2,00:00:34,"0,00 %","0,00 ₽",0,"0,00 %"
506328664.1496235279,2,00:08:56,"0,00 %","0,00 ₽",0,"0,00 %"
508296414.1494860657,2,00:09:00,"0,00 %","0,00 ₽",0,"0,00 %"
512109574.1494499011,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
520277842.1497120630,2,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
525342778.1493776526,2,00:00:07,"50,00 %","0,00 ₽",0,"0,00 %"
545191142.1495455970,2,00:00:08,"50,00 %","0,00 ₽",0,"0,00 %"
547633999.1495735559,2,00:01:26,"0,00 %","0,00 ₽",0,"0,00 %"
56975593.1494945373,2,00:00:34,"0,00 %","0,00 ₽",0,"0,00 %"
573244882.1494498375,2,00:00:15,"50,00 %","0,00 ₽",0,"0,00 %"
577958362.1494867027,2,00:01:29,"0,00 %","0,00 ₽",0,"0,00 %"
600228412.1493892944,2,00:01:07,"0,00 %","0,00 ₽",0,"0,00 %"
60681756.1495631473,2,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
611755358.1495797038,2,00:00:39,"0,00 %","0,00 ₽",0,"0,00 %"
619574710.1496393653,2,00:18:54,"0,00 %","0,00 ₽",0,"50,00 %"
621447341.1495635159,2,00:10:22,"0,00 %","0,00 ₽",0,"0,00 %"
635860087.1493713812,2,00:08:33,"0,00 %","0,00 ₽",0,"0,00 %"
668061471.1495197415,2,00:03:09,"0,00 %","0,00 ₽",0,"0,00 %"
