Date,max_price,p_75,p_50,p_25,min_price,tendered_volume,offered_volume,residual_load_n4, residual_load_n4_2,residual_n0,residual_n0_2,rel,feature_x1,feature_x2,Weekday,weekday_group,public_holiday
02.12.2016,7.612,6.99,4.927,1.93,0,1662,4067,41.35636735,17.1034912,27.31136735,7.459107866,0.874786268,1,1.566255144,6,WD,0
03.12.2016,0.48,0.345,0.24,0,0,1659,4545,48.66799235,23.68573479,48.12355485,23.15876532,0.991369675,1,0.71641791,7,7,0
04.12.2016,2.536,2,0.98,0,0,1665,4153,42.94955485,18.44664262,44.61205485,19.90235438,1.380847178,1,0.5072,1,1,0
05.12.2016,2.42,1.259,0.42,0,0,1658,4332,58.08242985,33.73568657,46.79367985,21.89648474,1.397222811,1,0.792144026,2,2,0
06.12.2016,1,0.774,0.394,0,0,1681,4624,60.36517985,36.43954938,51.24736735,26.2629266,1.095177116,1,0.41322314,3,WD,0
07.12.2016,0.536,0.34,0.219,0,0,1656,4221,56.57599235,32.00842911,50.26455485,25.26525474,0.980822186,1,0.536,4,WD,0
08.12.2016,0.968,0.299,0.273,0.251,0,1656,4102,44.18499235,19.52313549,36.23111735,13.12693865,0.720808479,1,1.805970149,5,WD,0
09.12.2016,1.036,0.471,0.35,0,0,1663,4157,44.19567985,19.53258118,35.68130485,12.73155516,0.984824854,1,1.070247934,6,WD,0
10.12.2016,0.87,0.36,0.301,0.236,0,1657,4159,30.97455485,9.594230482,31.79436735,10.10881795,0.660682018,1,1.8125,7,7,0
11.12.2016,2,1.788,1.5,1.144,0,1656,4054,24.31374235,5.911580671,34.32974235,11.7853121,0.769517173,1,0.788643533,1,1,0
12.12.2016,1.83,1.1,0.908,0.71875,0,1661,4160,48.33042985,23.3583045,31.19105485,9.728819027,0.666565548,1,0.756198347,2,2,0
13.12.2016,0.72,0.58,0.4,0,0,1660,4184,57.29824235,32.83088577,47.76480485,22.81476582,1.531362279,1,0.393442623,3,WD,0
14.12.2016,0.339,0.238,0.189,0,0,1656,4202,58.31867985,34.0106842,47.59024235,22.64831167,0.996345374,1,0.470833333,4,WD,0
15.12.2016,0.236,0.188,0.099,0,0,1660,4208,57.74992985,33.35054398,49.74524235,24.74589137,1.045282392,1,0.696165192,5,WD,0
16.12.2016,0.16,0.108,0.06,0,0,1656,4298,52.72205485,27.79615068,43.60849235,19.01700605,0.876636444,1,0.677966102,6,WD,0
17.12.2016,0.857,0.455,0.31,0,0,1655,4181,48.75899235,23.77439335,49.09705485,24.10520795,1.544206064,1,0.985057471,7,7,0
18.12.2016,1.24,1.068,0.888,0.4975,0,1655,4182,35.80542985,12.82028807,36.77149235,13.5214265,1.071126371,1,0.62,1,1,0
19.12.2016,1.794,0.99,0.47,0,0,1808,4269,56.64936735,32.09150821,47.10736735,22.19104059,1.510284522,1,0.980327869,2,2,0
20.12.2016,0.92,0.65,0.49,0.29,0,1800,4241,55.68805485,31.01159453,47.78930485,22.83817658,1.014476239,1,0.512820513,3,WD,0
21.12.2016,2.178,1.49,0.51,0.37,0,1800,4149,49.13317985,24.14069362,42.99867985,18.48886469,0.89975529,1,2.367391304,4,WD,0
22.12.2016,2.17,1.922,1.601,1.256,0,1804,3983,47.88749235,22.93211924,39.88255485,15.90618181,0.927529752,1,0.996326905,5,WD,0
23.12.2016,2.08,1.95,1.76,1.562,0,1804,3862,38.80942985,15.06171845,34.79836735,12.1092637,0.872521018,1,0.958525346,6,WD,0
24.12.2016,55.56,46.5,36.1,26,2.28,1802,3668,20.76517985,4.311926942,20.34961735,4.141069263,0.414477353,1,64.83080513,7,7,0
25.12.2016,123.368,103.232,85.36,61.6,2.28,1807,3409,13.80055485,1.904553142,13.44811735,1.808518603,0.365721283,1,99.49032258,1,1,1
26.12.2016,121,86.1,67.7,50.075,2.28,1801,3361,14.67636735,2.153957586,14.61686735,2.136528112,0.310288351,1,67.44704571,2,1,1
27.12.2016,69.211,50.556,38.98,27.89,1.08,1800,3365,19.49842985,3.801887667,14.35486735,2.060622167,0.982075503,1,0.571991736,3,WD,0
28.12.2016,27.526,23.48,21.7,19.74,4,1801,3749,33.44405485,11.18504805,26.74692985,7.153982565,1.863265553,1,0.397711346,4,WD,0
29.12.2016,13.947,10.379,8.395,7.48,0.313,1800,4235,42.46524235,18.03296808,38.99236735,15.20404712,1.45782591,1,0.506684589,5,WD,0
30.12.2016,6.46,5.44,4.92,3.391,1.5,1803,4590,38.23149235,14.61647007,36.58367985,13.38365631,0.938226692,1,0.463182046,6,WD,0
31.12.2016,21.96,18.79,10.05,6.88,2.44,1802,4365,32.09224235,10.29912019,34.05236735,11.59563722,1.67336647,1,0.39524838,7,7,0
01.01.2017,35.46,28.99,25.99,13,4.44,1814,4037,27.05274235,7.318508687,31.51430485,9.931514103,2.343399007,1,0.287432722,1,1,1
02.01.2017,19.07,17.16,13.055,8.211,2.8,1932,4006,36.02955485,12.98128823,27.81174235,7.734930126,1.902715656,1,0.157603306,2,2,0
03.01.2017,9.435,8.655,7.888,7,2.4,1926,3856,37.95849235,14.40847142,35.59492985,12.66999031,1.279852567,1,0.494756162,3,WD,0
04.01.2017,67.143,50,14.8,7.978,1,1927,3599,31.12405485,9.687067904,24.87230485,6.186315486,0.698759766,1,7.116375199,4,WD,0
05.01.2017,16.8,15.53,14.275,11.849,0,1928,3906,45.05249235,20.29727067,36.07117985,13.01130016,1.450254814,1,0.250212234,5,WD,0
06.01.2017,5.959,5.527,4.28,3.6,0,1926,4180,54.36630485,29.55695103,51.39861735,26.41817866,1.424921989,1,0.354702381,6,WD,0
07.01.2017,6.99,5.62,4.399,2.266,0,1941,4455,40.10892985,16.08726254,44.08492985,19.4348104,1.294621587,1,0.318306011,7,7,0
08.01.2017,10.535,10.21,2.971,0.84,0,1939,4400,43.43080485,18.8623481,44.62280485,19.91194713,1.415953963,1,0.297095319,1,1,0
09.01.2017,5.215,3.915,3.6,2.955,0,1927,3862,56.18149235,31.56360083,48.03186735,23.07060281,1.727035536,1,0.273466177,2,2,0
10.01.2017,2.906,2.32,1.9275,1.641,1,1935,3601,48.74142985,23.75726984,39.66511735,15.73321534,0.825808355,1,0.557238734,3,WD,0
11.01.2017,1.88,1.5,1.239,0.95,0,1928,3985,44.58242985,19.87593051,43.58511735,18.99662455,1.098827389,1,0.646937371,4,WD,0
12.01.2017,3.34,1.032,0.669,0.6,0.48,1929,3930,35.78292985,12.80418069,27.40192985,7.508657596,0.628699233,1,1.776595745,5,WD,0
13.01.2017,2.464,1.682,1.201,0.75,0,1926,3917,42.74424235,18.27070254,38.47492985,14.80320227,1.404095626,1,0.737724551,6,WD,0
14.01.2017,3.999,3.062,2.14,1.705,0.2,1934,3752,32.37030485,10.47836636,33.91280485,11.50078333,0.769260719,1,0.572103004,7,7,0
15.01.2017,5.07,3.9,2.66,0,0,1926,3737,32.77124235,10.73954325,33.09330485,10.95166826,0.741623145,1,0.481252966,1,1,0
16.01.2017,2,1.499,1.09,0,0,1930,3940,58.44524235,34.15846353,48.58117985,23.60131036,1.011436418,1,0.383509108,2,2,0
17.01.2017,1.2,0.92,0.7,0.55,0,2019,3762,62.55017985,39.12524999,54.10092985,29.26910611,1.113619101,1,0.6,3,WD,0
18.01.2017,0.708,0.57,0.496,0.4,0,1935,3491,58.75567985,34.52229915,51.85455485,26.88894859,0.95847807,1,0.59,4,WD,0
19.01.2017,0.559,0.444,0.3915,0.3,0,1933,3524,58.73874235,34.50239853,52.15192985,27.19823787,1.00573479,1,0.789548023,5,WD,0
20.01.2017,0.33,0.272,0.205,0,0,1926,3575,59.83724235,35.80495572,52.8106486,27.88964606,1.012630765,1,0.590339893,6,WD,0
21.01.2017,1.9,1.7,1.259,0.401,0,1926,4076,44.86992985,20.13310605,51.90380485,26.94004958,1.530507579,1,0.47511878,7,7,0
22.01.2017,2.252,1.999,1.715,0.918,0,1930,3805,44.99792985,20.24813691,47.66005485,22.71480828,1.440172115,1,0.44418146,1,1,0
23.01.2017,0.75,0.289,0.1855,0.122,0,1953,3594,61.73486735,38.11193847,52.64717985,27.71725546,1.083694962,1,0.375,2,2,0
24.01.2017,0.617,0.408,0.29,0.19,0,1932,3462,63.69017985,40.56439009,56.34149235,31.7436376,1.070171138,1,0.822666667,3,WD,0
25.01.2017,0.448,0.32,0.25,0.18,0,1928,3979,63.24699235,40.00182041,55.19161735,30.46114626,0.979590974,1,0.726094003,4,WD,0
26.01.2017,0.393,0.268,0.2095,0.1475,0,1933,3697,57.73011735,33.32766449,51.08511735,26.09689215,0.925595585,1,0.877232143,5,WD,0
27.01.2017,0.324,0.25,0.2,0.106,0,1934,3861,50.78424235,25.79039271,45.75911735,20.93896821,0.89574263,1,0.824427481,6,WD,0
28.01.2017,0.83,0.635,0.47,0.2,0,1931,3749,45.92167985,21.0880068,48.80074235,23.81512454,0.940215125,1,0.436842105,7,7,0
29.01.2017,2.26,1,0.76,0,0,1983,3450,34.81680485,12.122099,37.72886735,14.23467432,0.791624505,1,1.003552398,1,1,0
30.01.2017,0.35,0.2,0.1,0,0,1928,3522,50.38242985,25.38389238,42.65511735,18.19459036,0.81020707,1,0.466666667,2,2,0
31.01.2017,0.223,0.202,0.16,0.08,0,1933,4067,54.83830485,30.07239679,43.80474235,19.18855452,1.026951631,1,0.637142857,3,WD,0
01.02.2017,0.14,0.1,0.08,0.048,0,2001,3890,58.96730485,34.77143041,52.40155485,27.45922951,1.196253009,1,0.627802691,4,WD,0
02.02.2017,0.065,0.03,0,0,0,1934,4104,52.71930485,27.79325104,43.96411735,19.32843614,0.838984978,1,0.464285714,5,WD,0
03.02.2017,0.03,0.015,0,0,0,1933,3728,54.04499235,29.20861198,44.94899235,20.20411913,1.022401792,1,0.461538462,6,WD,0
04.02.2017,0.34,0.2,0.01,0,0,1926,3715,40.86424235,16.69886303,38.83449235,15.08117796,0.795776672,1,0.409638554,7,7,0
05.02.2017,1.64,1.26,0.99,0,0,1937,3827,39.70617985,15.76580718,38.79861735,15.05332708,1.028353621,1,0.725663717,1,1,0
06.02.2017,4.7,0.266,0.03,0,0,1928,3923,54.16317985,29.33650052,44.49599235,19.79893335,1.04315719,1,13.42857143,2,2,0
07.02.2017,1.75,0.99,0.1895,0,0,1955,3920,53.64799235,28.78107083,46.61574235,21.73027435,1.047639122,1,0.372340426,3,WD,0
08.02.2017,0.47,0.391,0.153,0,0,1930,4017,52.59655485,27.66397582,44.60867985,19.89934318,0.956944534,1,0.268571429,4,WD,0
09.02.2017,0.222,0.15,0.09,0.03,0,1926,3531,57.53774235,33.10591795,49.87930485,24.87945052,1.118152454,1,0.472340426,5,WD,0
10.02.2017,0.113,0.07,0.017,0,0,1926,3697,52.15349235,27.19986764,45.21192985,20.44118601,0.906426623,1,0.509009009,6,WD,0
11.02.2017,0.305,0.13,0.07,0,0,1930,3708,41.04936735,16.8505056,42.10461735,17.72798802,1.084206714,1,0.897058824,7,7,0
12.02.2017,1.1,0.811,0.432,0,0,1934,3682,33.36432515,11.13178193,34.24673509,11.72838864,0.882679266,1,0.670731707,1,1,0
13.02.2017,1.154,0.413,0.043,0,0,1927,3392,48.69099235,23.70812736,39.12412022,15.30696783,0.8792729,1,0.245531915,2,2,0
14.02.2017,0.53,0.435,0.369,0.16,0,1928,3573,53.60409404,28.73398898,44.79811735,20.06871318,1.145025552,1,0.459272097,3,WD,0
15.02.2017,0.299,0.2,0.077,0.027,0,1926,3588,60.56952364,36.68667194,51.09086735,26.10276727,1.140469073,1,0.564150943,4,WD,0
16.02.2017,0.529,0.18,0.15,0.05,0,1929,3622,51.47542985,26.49719878,43.63261735,19.03805297,0.854019899,1,1.769230769,5,WD,0
17.02.2017,0.499,0.425,0.3,0.21,0,1926,3672,50.99995178,26.00995082,41.45336735,17.18381665,0.950054566,1,0.943289225,6,WD,0
18.02.2017,0.431,0.3,0.2,0.15,0,1944,4000,46.25766066,21.3977117,44.89961735,20.15975638,1.066382268,1,1.413114754,7,7,0
19.02.2017,3.18,0.99,0.61,0.45,0,1928,3931,29.96721071,8.980337179,33.39261735,11.15066894,0.975059878,1,2.890909091,1,1,0
20.02.2017,4.244,2.6,1.2,0.75,0,1929,3734,40.23599468,16.18935268,32.62851423,10.64619941,0.833974388,1,3.677642981,2,2,0
21.02.2017,8.557,3.794,3.1,2.334,0,1928,3866,37.6525748,14.17716389,27.08924235,7.338270512,0.830232175,1,2.016258247,3,WD,0
22.02.2017,13.853,7.25,5.225,4.116,0.85,1939,3979,29.17346856,8.510912678,26.49949235,7.022230949,0.978229365,1,1.618908496,4,WD,0
23.02.2017,12.74,11.77,9.98,8.63,2.88,1928,3952,39.61473585,15.69327296,25.47642985,6.49048478,0.961393128,1,0.919656392,5,WD,0
24.02.2017,22.67,14.513,12.849,11.4,4.812,1952,3798,32.00952503,10.24609692,20.65824235,4.26762977,0.81087666,1,1.779434851,6,WD,0
25.02.2017,9.75,4.84,3.102,1.34,0,1930,3914,34.65312861,12.00839323,34.94278817,12.20998445,0.778242449,1,22.62180974,7,7,0
26.02.2017,25.788,21.62,12.97,6.29,0.9,1931,3708,22.26661652,4.958022114,22.35861735,4.999077699,0.669567681,1,8.109433962,1,1,0
27.02.2017,16.042,13.514,9.69,4.4,1.193,1935,3737,38.85161336,15.09447861,30.05024235,9.030170654,0.920981021,1,3.779924599,2,2,0
28.02.2017,17.27,14,12.24,9.38,3,1931,4022,34.11372415,11.63746175,29.84830485,8.909213025,0.993280004,1,1.076549059,3,WD,0
01.03.2017,12.408,11.642,10.734,7.58,3.58,1926,4088,40.48680485,16.39181367,31.90305485,10.17804909,1.068839755,1,0.718471338,4,WD,0
02.03.2017,9.058,8.606,7.83,7.16,0,1932,4075,41.09405485,16.88721344,38.91955485,15.1473175,1.219931917,1,0.730012895,5,WD,0
03.03.2017,6.28,5.64,5.21,4.78,0,1935,3846,44.59317985,19.88551689,36.31055485,13.18456394,0.93296429,1,0.693309781,6,WD,0
04.03.2017,4.957,4.2,3.6,3.07,0,1937,4126,37.90086735,14.36475746,36.36692985,13.22553587,1.040756384,1,0.508410256,7,7,0
05.03.2017,14.99,10.8,10,8.78,0,1954,3973,26.38536735,6.961876103,26.31911735,6.926959381,1.177135282,1,0.581278114,1,1,0
06.03.2017,4.909,4.204,2.834,2.306,0,1926,4067,,,0,,0,,0.306009226,2,2,
